Level	Kanji	KanjiStroke	Meaning	Type	DO NOT CHANGE	Tags
60	劾	"<img src=""052be.svg"">"	Censure	Kanji Drawing	-	Kanji_Drawing Level_60
60	某	"<img src=""067d0.svg"">"	Certain, One, That Person	Kanji Drawing	-	Kanji_Drawing Level_60
60	矯	"<img src=""077ef.svg"">"	Correct, Straighten	Kanji Drawing	-	Kanji_Drawing Level_60
60	囚	"<img src=""056da.svg"">"	Criminal	Kanji Drawing	-	Kanji_Drawing Level_60
60	逝	"<img src=""0901d.svg"">"	Die	Kanji Drawing	-	Kanji_Drawing Level_60
60	狐	"<img src=""072d0.svg"">"	Fox	Kanji Drawing	-	Kanji_Drawing Level_60
60	漸	"<img src=""06f38.svg"">"	Gradually, Steadily	Kanji Drawing	-	Kanji_Drawing Level_60
60	升	"<img src=""05347.svg"">"	Grid, Measure	Kanji Drawing	-	Kanji_Drawing Level_60
60	婿	"<img src=""05a7f.svg"">"	Groom	Kanji Drawing	-	Kanji_Drawing Level_60
60	匿	"<img src=""0533f.svg"">"	Hide	Kanji Drawing	-	Kanji_Drawing Level_60
60	藍	"<img src=""085cd.svg"">"	Indigo	Kanji Drawing	-	Kanji_Drawing Level_60
60	桟	"<img src=""0685f.svg"">"	Jetty, Pier	Kanji Drawing	-	Kanji_Drawing Level_60
60	殉	"<img src=""06b89.svg"">"	Martyr	Kanji Drawing	-	Kanji_Drawing Level_60
60	坑	"<img src=""05751.svg"">"	Pit, Hole	Kanji Drawing	-	Kanji_Drawing Level_60
60	罷	"<img src=""07f77.svg"">"	Quit, Leave	Kanji Drawing	-	Kanji_Drawing Level_60
60	妄	"<img src=""05984.svg"">"	Reckless	Kanji Drawing	-	Kanji_Drawing Level_60
60	藻	"<img src=""085fb.svg"">"	Seaweed	Kanji Drawing	-	Kanji_Drawing Level_60
60	泌	"<img src=""06ccc.svg"">"	Secrete	Kanji Drawing	-	Kanji_Drawing Level_60
60	唄	"<img src=""05504.svg"">"	Shamisen Song	Kanji Drawing	-	Kanji_Drawing Level_60
60	畔	"<img src=""07554.svg"">"	Shore	Kanji Drawing	-	Kanji_Drawing Level_60
60	倹	"<img src=""05039.svg"">"	Thrifty, Frugal	Kanji Drawing	-	Kanji_Drawing Level_60
60	拷	"<img src=""062f7.svg"">"	Torture	Kanji Drawing	-	Kanji_Drawing Level_60
60	醜	"<img src=""0919c.svg"">"	Ugly	Kanji Drawing	-	Kanji_Drawing Level_60
60	渓	"<img src=""06e13.svg"">"	Valley	Kanji Drawing	-	Kanji_Drawing Level_60
60	湧	"<img src=""06e67.svg"">"	Well, Boil	Kanji Drawing	-	Kanji_Drawing Level_60
60	寡	"<img src=""05be1.svg"">"	Widow	Kanji Drawing	-	Kanji_Drawing Level_60
60	慕	"<img src=""06155.svg"">"	Yearn For, Adore	Kanji Drawing	-	Kanji_Drawing Level_60
